CustomerID,Age,Gender,Tenure,MonthlyCharges,Contract,PaymentMethod,TotalCharges,Churn
5011,57,Male,61,102.36,Month-to-month,Mailed check,6203.68,Yes
5012,40,Female,29,51.3,Month-to-month,Mailed check,1525.17,No
5013,26,Female,62,105.6,Month-to-month,Electronic check,6548.01,Yes
5014,51,Male,19,142.25,One year,Bank transfer,2665.66,No
5015,63,Other,21,15.45,Month-to-month,Credit card,305.13,No
5016,31,Female,33,120.12,Month-to-month,Electronic check,3960.52,Yes
5017,21,Female,19,83.67,Month-to-month,Bank transfer,1615.6,Yes
5018,47,Female,21,46.7,Month-to-month,Credit card,944.54,No
5019,48,Male,43,97.34,Month-to-month,Electronic check,4101.83,No
5020,55,Female,44,109.49,Month-to-month,Bank transfer,4743.76,No
5021,28,Male,68,115.05,Month-to-month,Mailed check,7802.19,Yes
5022,52,Female,32,52.94,Month-to-month,Credit card,1674.78,No
5023,25,Male,35,50.13,Month-to-month,Bank transfer,1756.45,No
5024,20,Male,71,26.96,Month-to-month,Mailed check,1903.23,Yes
5025,31,Male,51,107.4,One year,Credit card,5523.04,Yes
5026,77,Male,58,10.97,One year,Mailed check,581.16,No
5027,30,Male,40,127.32,One year,Electronic check,4991.22,No
5028,62,Female,23,67.01,Month-to-month,Credit card,1545.12,No
5029,49,Male,47,54.27,Month-to-month,Credit card,2570.01,No
5030,51,Female,25,137.41,Two year,Electronic check,3348.83,No
5031,62,Female,29,69.6,Month-to-month,Electronic check,2061.84,No
5032,78,Male,10,29.89,One year,Credit card,304.66,No
5033,36,Male,63,25.5,Two year,Bank transfer,1570.15,No
5034,76,Female,7,54.58,Month-to-month,Electronic check,391.59,No
5035,55,Female,12,83.61,One year,Bank transfer,1010.48,No
5036,33,Female,71,120.06,One year,Credit card,8573.67,No
5037,19,Female,47,25.13,Month-to-month,Mailed check,1163.54,No
5038,57,Female,40,25.93,Month-to-month,Electronic check,1012.12,Yes
5039,34,Female,48,134.13,Month-to-month,Bank transfer,6518.66,Yes
5040,72,Male,43,57.97,Month-to-month,Mailed check,2409.84,No
5041,51,Female,50,122.41,Two year,Electronic check,6058.56,No
5042,59,Male,44,123.11,One year,Electronic check,5422.44,Yes
5043,77,Male,56,127.14,Two year,Electronic check,7070.01,No
5044,33,Male,53,135.85,One year,Electronic check,7251.32,No
5045,55,Female,47,35.33,Month-to-month,Credit card,1685.62,No
5046,77,Female,25,44.53,Two year,Mailed check,1115.13,No
5047,19,Male,48,34.37,One year,Credit card,1683.94,No
5048,19,Female,24,40.3,Month-to-month,Mailed check,977.69,Yes
5049,43,Male,45,106.66,Month-to-month,Mailed check,4785.54,No
5050,30,Male,40,121.43,Two year,Electronic check,4765.03,Yes
5051,73,Female,58,60.61,Month-to-month,Bank transfer,3486.19,No
5052,64,Male,62,124.7,One year,Mailed check,7648.58,No
5053,48,Male,28,129.74,One year,Mailed check,3644.26,Yes
5054,77,Male,4,86.23,Month-to-month,Electronic check,351.47,Yes
5055,51,Male,52,58.59,Month-to-month,Electronic check,2994.84,Yes
5056,56,Male,16,41.75,Month-to-month,Mailed check,558.02,No
5057,20,Male,38,52.12,Month-to-month,Electronic check,1927.31,No
5058,25,Male,71,144.01,One year,Electronic check,10189.61,Yes
5059,40,Male,10,46.74,Month-to-month,Electronic check,434.9,Yes
5060,31,Female,34,135.28,One year,Electronic check,4599.09,Yes
5061,73,Female,8,16.82,One year,Mailed check,190.91,No
5062,79,Male,7,58.64,Month-to-month,Electronic check,418.01,Yes
5063,72,Female,40,142.12,Two year,Bank transfer,5633.54,No
5064,44,Male,51,18.06,Month-to-month,Credit card,938.92,No
5065,71,Male,67,84.93,Month-to-month,Bank transfer,5647.78,Yes
5066,46,Female,44,89.48,One year,Credit card,3846.62,No
5067,56,Female,37,103.0,Month-to-month,Mailed check,3901.21,No
5068,70,Male,47,100.09,One year,Bank transfer,4670.84,Yes
5069,56,Male,3,79.04,Two year,Mailed check,151.49,Yes
5070,18,Male,33,130.13,One year,Electronic check,4312.99,No
5071,34,Female,21,75.54,One year,Electronic check,1543.01,No
5072,58,Female,13,128.44,One year,Bank transfer,1631.93,No
5073,47,Male,48,125.6,Month-to-month,Electronic check,6102.63,Yes
5074,70,Male,56,22.83,Month-to-month,Mailed check,1322.7,No
5075,30,Male,56,32.56,One year,Electronic check,1847.19,No
5076,38,Female,15,139.68,Month-to-month,Mailed check,2019.42,Yes
5077,36,Male,48,148.58,Two year,Credit card,7124.77,No
5078,70,Male,57,10.86,Month-to-month,Mailed check,603.48,No
5079,36,Male,43,79.24,One year,Electronic check,3426.21,No
5080,74,Male,8,21.6,One year,Mailed check,167.14,Yes
5081,42,Male,30,87.64,Month-to-month,Bank transfer,2598.12,No
5082,39,Female,57,130.63,One year,Credit card,7442.24,Yes
5083,48,Male,26,50.04,Month-to-month,Bank transfer,1268.71,No
5084,34,Female,70,115.57,Two year,Mailed check,8092.89,Yes
5085,72,Female,68,116.48,One year,Mailed check,7920.99,Yes
5086,40,Male,29,132.49,Month-to-month,Electronic check,3809.56,Yes
5087,49,Female,33,82.76,Month-to-month,Bank transfer,2787.02,No
5088,79,Male,20,127.37,Month-to-month,Credit card,2491.89,No
5089,27,Male,71,70.04,Two year,Electronic check,5012.92,No
5090,27,Other,67,82.73,Month-to-month,Bank transfer,5586.27,Yes
5091,53,Female,48,40.33,Month-to-month,Mailed check,1911.65,No
5092,25,Male,18,92.18,Two year,Bank transfer,1715.03,No
5093,71,Male,23,55.68,One year,Electronic check,1317.48,No
5094,69,Male,53,100.14,Month-to-month,Electronic check,5339.01,No
5095,37,Male,16,75.71,Two year,Electronic check,1214.24,No
5096,49,Male,55,117.09,Month-to-month,Credit card,6391.4,Yes
5097,67,Male,37,125.74,Month-to-month,Credit card,4653.71,Yes
5098,31,Female,55,78.69,Month-to-month,Bank transfer,4311.92,No
5099,67,Female,60,65.19,Month-to-month,Mailed check,3898.63,No
5100,45,Male,60,64.62,Month-to-month,Mailed check,3824.77,Yes
5101,63,Female,31,140.14,Month-to-month,Mailed check,4329.12,Yes
5102,69,Male,36,24.16,Two year,Bank transfer,849.33,No
5103,70,Male,50,45.83,Month-to-month,Mailed check,2305.63,Yes
5104,41,Female,48,144.78,Month-to-month,Electronic check,6937.79,No
5105,32,Female,26,49.75,One year,Credit card,1379.46,No
5106,39,Male,49,15.46,Two year,Bank transfer,821.25,No
5107,47,Male,2,64.35,Month-to-month,Credit card,184.47,Yes
5108,80,Other,37,146.54,Month-to-month,Credit card,5480.76,Yes
5109,21,Female,40,111.52,One year,Credit card,4402.94,No
5110,30,Male,19,87.89,Month-to-month,Mailed check,1627.65,Yes
5111,76,Male,34,93.61,Two year,Electronic check,3142.49,No
5112,40,Female,38,67.72,Month-to-month,Credit card,2637.98,No
5113,25,Male,39,87.3,Month-to-month,Credit card,3381.41,No
5114,35,Male,47,149.8,Two year,Mailed check,6976.56,No
5115,29,Male,9,35.01,Month-to-month,Electronic check,278.04,No
5116,72,Female,18,57.64,One year,Credit card,951.39,No
5117,48,Male,19,84.48,Month-to-month,Electronic check,1612.44,No
5118,31,Female,18,90.86,Month-to-month,Electronic check,1552.71,No
5119,51,Male,66,109.55,Month-to-month,Mailed check,7163.02,Yes
5120,35,Female,45,62.02,Month-to-month,Bank transfer,2874.01,No
5121,73,Male,29,104.84,Two year,Bank transfer,2972.15,Yes
5122,51,Male,63,35.57,Month-to-month,Bank transfer,2270.77,No
5123,80,Female,62,106.32,Month-to-month,Credit card,6600.01,Yes
5124,28,Other,68,23.18,Month-to-month,Mailed check,1579.27,No
5125,58,Female,42,105.02,Month-to-month,Credit card,4416.73,Yes
5126,29,Male,35,39.96,Two year,Electronic check,1365.23,No
5127,66,Male,8,102.72,Month-to-month,Electronic check,859.65,Yes
5128,32,Female,25,61.6,Two year,Mailed check,1556.03,No
5129,74,Female,64,137.01,Month-to-month,Electronic check,8803.69,No
5130,48,Female,62,39.8,One year,Mailed check,2509.35,No
5131,66,Other,27,25.79,Month-to-month,Mailed check,714.18,Yes
5132,75,Male,54,22.04,One year,Electronic check,1097.29,No
5133,46,Female,56,101.13,Month-to-month,Electronic check,5694.98,No
5134,43,Male,40,90.79,One year,Credit card,3660.04,No
5135,35,Female,16,94.7,Month-to-month,Bank transfer,1475.18,No
5136,49,Female,29,38.56,One year,Bank transfer,1118.32,No
5137,39,Female,55,64.93,Month-to-month,Bank transfer,3536.35,No
5138,55,Female,15,59.82,One year,Electronic check,891.73,No
5139,34,Female,5,114.78,One year,Electronic check,543.18,Yes
5140,40,Female,61,114.02,One year,Electronic check,6991.24,No
5141,41,Female,64,37.12,Month-to-month,Credit card,2413.42,No
5142,67,Male,19,32.28,Month-to-month,Bank transfer,616.02,No
5143,25,Other,13,130.0,Month-to-month,Mailed check,1705.94,Yes
5144,58,Male,54,15.15,One year,Mailed check,729.29,No
5145,23,Female,60,63.63,Month-to-month,Credit card,3765.93,No
5146,22,Male,53,129.43,Month-to-month,Mailed check,6767.1,No
5147,61,Male,65,96.02,Month-to-month,Mailed check,6180.55,No
5148,74,Female,36,149.9,Month-to-month,Bank transfer,5416.45,No
5149,46,Male,39,83.35,Month-to-month,Electronic check,3224.72,No
5150,45,Female,55,87.96,One year,Credit card,4762.8,No
5151,28,Male,71,106.24,Month-to-month,Electronic check,7590.47,No
5152,74,Male,5,46.28,One year,Mailed check,256.78,No
5153,18,Female,20,107.6,Month-to-month,Electronic check,2224.77,Yes
5154,60,Female,2,75.57,Two year,Electronic check,65.19,Yes
5155,36,Female,45,103.04,One year,Credit card,4661.33,No
5156,26,Male,44,14.9,Month-to-month,Electronic check,580.55,No
5157,44,Female,3,66.13,Month-to-month,Mailed check,206.63,Yes
5158,51,Male,70,95.92,Month-to-month,Bank transfer,6730.7,No
5159,61,Other,27,133.25,Two year,Mailed check,3535.81,No
5160,21,Female,20,111.37,Month-to-month,Credit card,2343.8,Yes
5161,53,Female,9,73.21,Month-to-month,Bank transfer,573.27,No
5162,35,Female,4,134.61,Month-to-month,Electronic check,508.94,Yes
5163,32,Female,28,133.69,Month-to-month,Electronic check,3742.64,No
5164,68,Female,55,108.38,Month-to-month,Bank transfer,5982.21,Yes
5165,30,Female,34,94.24,Two year,Electronic check,3159.2,No
5166,36,Male,12,58.74,Month-to-month,Mailed check,671.98,No
5167,66,Male,28,133.03,Month-to-month,Electronic check,3652.52,Yes
5168,23,Male,70,67.24,Month-to-month,Bank transfer,4764.9,No
5169,65,Female,30,123.65,Two year,Bank transfer,3676.23,Yes
5170,73,Female,28,96.86,Two year,Credit card,2731.72,No
5171,29,Female,55,100.76,One year,Electronic check,5582.52,No
5172,68,Female,14,28.87,Month-to-month,Mailed check,403.92,No
5173,54,Female,23,114.25,Month-to-month,Credit card,2636.79,Yes
5174,34,Male,26,133.46,Two year,Electronic check,3478.52,Yes
5175,75,Male,39,21.32,Month-to-month,Electronic check,877.45,No
5176,40,Male,37,81.51,Two year,Bank transfer,2942.61,No
5177,43,Male,20,23.96,Month-to-month,Electronic check,528.92,No
5178,46,Male,9,35.09,Month-to-month,Credit card,315.82,Yes
5179,50,Female,48,144.67,One year,Credit card,6963.8,No
5180,77,Male,71,113.05,One year,Credit card,7954.26,Yes
5181,44,Male,71,63.39,One year,Credit card,4467.27,No
5182,42,Other,44,57.52,Two year,Bank transfer,2571.98,No
5183,73,Other,35,15.93,Two year,Bank transfer,563.12,No
5184,72,Female,65,141.62,Two year,Credit card,9233.24,No
5185,27,Male,38,78.63,Two year,Electronic check,2995.2,No
5186,64,Female,30,129.2,One year,Electronic check,3927.84,No
5187,40,Female,22,107.77,One year,Bank transfer,2334.22,No
5188,38,Male,35,18.83,Month-to-month,Mailed check,799.95,No
5189,38,Female,72,41.88,Month-to-month,Bank transfer,3052.97,Yes
5190,60,Male,36,133.12,Two year,Bank transfer,4784.07,No
5191,30,Other,36,53.64,One year,Electronic check,1862.33,No
5192,54,Female,4,23.44,Two year,Electronic check,133.11,Yes
5193,50,Male,59,71.19,One year,Bank transfer,4201.14,No
5194,41,Male,51,54.0,Month-to-month,Credit card,2784.26,No
5195,61,Male,7,65.29,One year,Electronic check,426.56,Yes
5196,28,Female,4,102.22,Month-to-month,Bank transfer,372.18,Yes
5197,34,Male,29,32.03,Month-to-month,Mailed check,901.88,No
5198,21,Male,51,53.12,Two year,Bank transfer,2754.77,No
5199,64,Male,2,133.17,Two year,Mailed check,319.01,No
5200,42,Male,45,91.79,Month-to-month,Electronic check,3973.09,Yes
5201,47,Female,54,40.75,Month-to-month,Bank transfer,2286.45,No
5202,26,Female,40,78.75,Month-to-month,Electronic check,3013.9,Yes
5203,38,Male,18,63.02,Two year,Mailed check,1177.38,No
5204,37,Male,56,36.96,Month-to-month,Electronic check,2040.58,No
5205,36,Female,48,34.03,Month-to-month,Electronic check,1606.71,No
5206,36,Female,45,79.64,Month-to-month,Mailed check,3473.31,No
5207,29,Male,20,141.97,One year,Mailed check,2805.1,Yes
5208,54,Male,53,105.52,Month-to-month,Mailed check,5625.9,No
5209,59,Male,58,26.36,One year,Mailed check,1491.18,No
5210,34,Male,57,62.54,Two year,Bank transfer,3610.21,No
5211,54,Female,72,32.07,One year,Electronic check,2322.45,No
5212,71,Male,6,126.41,Two year,Electronic check,763.94,No
5213,65,Male,68,111.0,Month-to-month,Electronic check,7519.9,Yes
5214,56,Female,11,93.28,Month-to-month,Bank transfer,1070.07,No
5215,45,Female,47,140.01,Month-to-month,Electronic check,6550.89,Yes
5216,58,Male,47,93.44,One year,Mailed check,4465.62,No
5217,52,Male,44,93.35,Month-to-month,Mailed check,4124.36,Yes
5218,64,Female,21,142.98,One year,Bank transfer,3034.13,No
5219,65,Male,27,39.1,Two year,Bank transfer,1013.55,No
5220,35,Female,50,121.93,Month-to-month,Credit card,6062.6,Yes
5221,31,Male,15,128.42,Month-to-month,Bank transfer,1945.0,Yes
5222,52,Male,22,58.12,Two year,Mailed check,1252.12,No
5223,61,Male,52,92.7,One year,Electronic check,4812.05,No
5224,58,Male,50,97.09,Month-to-month,Bank transfer,4800.43,No
5225,77,Male,59,70.06,Two year,Credit card,4175.43,No
5226,24,Female,53,78.71,Month-to-month,Credit card,4066.86,No
5227,58,Female,47,145.12,One year,Electronic check,6838.99,No
5228,30,Female,28,104.58,Month-to-month,Electronic check,2815.77,No
5229,35,Female,22,104.66,One year,Bank transfer,2232.65,Yes
5230,54,Female,24,45.58,Two year,Electronic check,1171.18,No
5231,30,Female,21,37.31,One year,Credit card,697.37,No
5232,53,Female,70,103.19,Month-to-month,Mailed check,7169.23,Yes
5233,48,Male,39,125.25,Month-to-month,Mailed check,4838.73,No
5234,19,Male,53,102.58,One year,Electronic check,5328.06,Yes
5235,33,Other,20,149.06,Month-to-month,Credit card,3007.42,No
5236,26,Female,9,111.41,Month-to-month,Bank transfer,989.07,Yes
5237,26,Female,40,11.38,Month-to-month,Mailed check,372.53,No
5238,55,Female,62,73.06,Month-to-month,Credit card,4527.05,Yes
5239,28,Female,36,143.6,One year,Mailed check,5127.74,Yes
5240,71,Male,42,63.58,Month-to-month,Electronic check,2648.45,Yes
5241,73,Other,11,63.56,One year,Mailed check,693.09,No
5242,39,Female,15,22.48,One year,Bank transfer,318.92,No
5243,50,Female,20,48.7,One year,Credit card,982.1,No
5244,53,Male,15,39.14,Month-to-month,Credit card,517.6,No
5245,62,Female,51,58.25,One year,Bank transfer,3071.72,No
5246,40,Female,38,28.99,Two year,Bank transfer,1056.16,No
5247,62,Female,14,67.39,Month-to-month,Credit card,947.82,No
5248,62,Male,59,47.98,Month-to-month,Electronic check,2832.9,Yes
5249,51,Female,51,118.84,Month-to-month,Credit card,6054.93,Yes
5250,26,Male,4,82.41,Month-to-month,Bank transfer,398.27,No
5251,41,Female,57,77.47,Month-to-month,Credit card,4358.71,No
5252,25,Female,60,27.13,One year,Bank transfer,1628.4,No
5253,24,Male,4,149.33,Month-to-month,Bank transfer,611.88,Yes
5254,53,Female,66,41.68,One year,Electronic check,2776.19,No
5255,35,Male,63,103.15,Month-to-month,Credit card,6420.04,Yes
5256,20,Female,65,131.86,Month-to-month,Mailed check,8664.77,Yes
5257,45,Female,39,33.03,One year,Bank transfer,1250.36,No
5258,23,Female,2,47.49,Month-to-month,Bank transfer,147.03,Yes
5259,61,Female,8,77.0,Two year,Credit card,553.08,Yes
5260,61,Female,18,69.87,Month-to-month,Mailed check,1183.03,No
5261,38,Other,67,62.5,Month-to-month,Mailed check,4110.23,No
5262,45,Male,47,107.01,Month-to-month,Electronic check,4984.13,No
5263,57,Female,29,30.63,Month-to-month,Credit card,774.21,No
5264,71,Male,30,41.48,Month-to-month,Credit card,1325.14,No
5265,71,Female,45,79.87,Month-to-month,Credit card,3607.35,No
5266,18,Female,59,77.73,One year,Electronic check,4599.08,No
5267,53,Female,50,77.96,Month-to-month,Electronic check,3901.58,Yes
5268,38,Male,59,16.98,Two year,Credit card,1003.82,No
5269,77,Other,55,15.1,One year,Electronic check,837.77,No
5270,60,Female,57,39.67,Month-to-month,Bank transfer,2274.01,No
5271,52,Male,38,138.29,Two year,Electronic check,5301.11,No
5272,30,Female,3,48.24,Two year,Electronic check,165.8,Yes
5273,74,Female,12,149.92,Two year,Credit card,1769.7,No
5274,66,Female,27,52.03,Two year,Electronic check,1396.01,No
5275,71,Female,72,52.19,Month-to-month,Credit card,3797.27,No
5276,71,Female,21,55.73,Month-to-month,Credit card,1187.49,No
5277,27,Female,10,104.36,One year,Bank transfer,1040.91,Yes
5278,70,Female,17,24.55,Month-to-month,Bank transfer,369.82,No
5279,61,Male,13,138.9,One year,Mailed check,1800.0,No
5280,64,Female,7,60.79,Month-to-month,Mailed check,469.83,Yes
5281,70,Female,6,128.79,Two year,Electronic check,679.01,Yes
5282,27,Female,51,54.42,Month-to-month,Bank transfer,2781.79,No
5283,63,Female,29,31.67,One year,Mailed check,998.6,No
5284,30,Male,37,29.44,Month-to-month,Electronic check,1131.14,No
5285,54,Female,16,93.1,Month-to-month,Electronic check,1409.15,No
5286,55,Male,24,129.93,Month-to-month,Mailed check,3170.9,No
5287,41,Female,29,110.99,Month-to-month,Mailed check,3187.43,No
5288,19,Female,71,66.21,Month-to-month,Credit card,4717.77,No
5289,39,Male,36,45.92,Month-to-month,Electronic check,1648.37,Yes
5290,34,Male,72,89.25,Month-to-month,Bank transfer,6378.39,No
5291,53,Female,5,46.04,One year,Credit card,242.66,No
5292,31,Female,12,83.09,One year,Mailed check,953.44,No
5293,27,Male,64,47.96,Month-to-month,Credit card,3109.5,No
5294,52,Male,71,14.04,Two year,Electronic check,933.65,No
5295,42,Male,45,120.03,Month-to-month,Credit card,5343.27,No
5296,20,Female,20,40.92,Month-to-month,Credit card,823.75,Yes
5297,64,Other,56,86.18,One year,Electronic check,4759.56,No
5298,55,Female,19,41.23,Month-to-month,Electronic check,837.0,Yes
5299,34,Female,58,140.77,Month-to-month,Credit card,8220.7,Yes
5300,29,Female,36,107.07,Month-to-month,Bank transfer,3810.37,No
5301,71,Male,54,115.72,Two year,Bank transfer,6224.09,No
5302,69,Female,50,102.14,One year,Mailed check,5080.69,No
5303,41,Female,5,53.36,Two year,Bank transfer,249.47,Yes
5304,46,Female,61,26.92,One year,Mailed check,1690.01,No
5305,60,Male,48,43.18,Two year,Electronic check,2076.2,No
5306,42,Male,49,140.85,One year,Mailed check,6915.74,No
5307,53,Female,32,64.26,Month-to-month,Mailed check,2008.89,Yes
5308,75,Male,16,33.21,Month-to-month,Mailed check,529.94,No
5309,77,Female,68,124.96,Month-to-month,Electronic check,8545.48,No
5310,43,Female,23,72.12,Two year,Credit card,1552.11,No
5311,55,Male,18,47.53,One year,Mailed check,893.92,No
5312,18,Female,65,144.23,Two year,Bank transfer,9379.35,No
5313,37,Female,48,86.27,Month-to-month,Mailed check,4159.75,Yes
5314,72,Male,22,80.68,Month-to-month,Electronic check,1807.42,No
5315,45,Male,13,99.92,Month-to-month,Mailed check,1334.25,Yes
5316,33,Male,29,146.59,One year,Credit card,4204.14,No
5317,64,Male,18,27.27,One year,Electronic check,539.17,No
5318,34,Female,45,124.43,Two year,Electronic check,5535.14,Yes
5319,57,Female,54,110.48,Month-to-month,Mailed check,5953.99,No
5320,45,Male,41,79.36,One year,Electronic check,3328.83,No
5321,75,Female,65,52.09,One year,Mailed check,3340.54,No
5322,29,Female,50,63.83,One year,Electronic check,3144.56,No
5323,44,Female,29,118.94,Month-to-month,Mailed check,3494.85,Yes
5324,71,Female,15,51.22,One year,Electronic check,722.02,No
5325,70,Male,30,13.68,Month-to-month,Electronic check,402.99,Yes
5326,59,Male,31,42.81,Month-to-month,Credit card,1331.15,No
5327,76,Male,32,93.29,One year,Electronic check,3006.59,No
5328,64,Female,51,30.69,Month-to-month,Electronic check,1518.64,Yes
5329,47,Female,22,14.78,Month-to-month,Mailed check,287.03,No
5330,58,Female,55,24.6,One year,Bank transfer,1333.83,No
5331,51,Female,49,29.48,Month-to-month,Bank transfer,1340.12,No
5332,54,Male,27,90.68,Month-to-month,Bank transfer,2526.67,No
5333,23,Female,10,110.88,Month-to-month,Credit card,1031.01,Yes
5334,24,Male,8,148.9,One year,Electronic check,1157.39,Yes
5335,49,Female,36,73.39,Month-to-month,Mailed check,2588.25,Yes
5336,49,Male,13,118.22,One year,Mailed check,1498.49,No
5337,70,Male,52,102.46,Month-to-month,Electronic check,5290.73,Yes
5338,42,Male,38,82.62,Month-to-month,Credit card,3100.79,Yes
5339,50,Other,40,68.48,Month-to-month,Electronic check,2639.46,No
5340,72,Female,32,17.07,Month-to-month,Electronic check,530.07,Yes
5341,75,Male,45,131.16,One year,Electronic check,5912.03,No
5342,24,Male,19,135.82,Month-to-month,Electronic check,2520.52,Yes
5343,69,Male,69,48.08,Month-to-month,Electronic check,3327.97,Yes
5344,74,Male,67,18.46,Month-to-month,Bank transfer,1165.5,No
5345,79,Male,29,86.86,Month-to-month,Credit card,2604.0,Yes
5346,29,Female,10,148.33,Month-to-month,Bank transfer,1583.43,Yes
5347,33,Female,13,113.49,Month-to-month,Credit card,1439.51,No
5348,33,Other,49,103.44,Month-to-month,Electronic check,5099.67,Yes
5349,60,Male,72,55.17,Month-to-month,Credit card,3984.59,No
5350,70,Female,20,111.62,Month-to-month,Bank transfer,2180.42,Yes
5351,53,Male,36,47.65,Month-to-month,Credit card,1683.88,No
5352,30,Male,25,53.76,Two year,Mailed check,1351.14,No
5353,24,Male,18,79.7,Month-to-month,Electronic check,1406.86,No
5354,53,Other,67,13.61,Month-to-month,Bank transfer,846.28,No
5355,64,Other,34,11.96,Month-to-month,Mailed check,415.76,Yes
5356,68,Female,59,71.93,One year,Credit card,4229.22,No
5357,26,Male,38,129.53,Month-to-month,Electronic check,4928.3,No
5358,49,Female,43,36.28,Month-to-month,Bank transfer,1552.81,No
5359,28,Female,5,37.67,Month-to-month,Electronic check,140.75,Yes
5360,25,Male,40,70.33,Two year,Credit card,2841.22,No
5361,50,Male,19,64.88,Month-to-month,Credit card,1241.59,No
5362,40,Female,2,89.76,One year,Mailed check,227.54,No
5363,42,Female,51,40.84,Two year,Credit card,2058.12,No
5364,73,Female,61,37.18,Month-to-month,Credit card,2258.94,No
5365,25,Female,33,89.57,One year,Credit card,2936.34,No
5366,62,Female,5,91.26,Month-to-month,Credit card,386.85,Yes
5367,39,Female,1,63.48,Month-to-month,Mailed check,-75.37,Yes
5368,76,Female,64,117.06,One year,Credit card,7460.28,Yes
5369,21,Male,9,52.74,Month-to-month,Electronic check,472.78,Yes
5370,57,Female,12,116.33,One year,Bank transfer,1408.52,No
5371,20,Male,60,89.43,Month-to-month,Credit card,5384.67,Yes
5372,46,Male,22,133.06,One year,Bank transfer,2855.71,No
5373,58,Male,20,72.8,Month-to-month,Electronic check,1488.38,No
5374,46,Female,27,97.9,One year,Mailed check,2639.82,No
5375,51,Male,54,31.5,Month-to-month,Mailed check,1709.59,Yes
5376,51,Female,11,100.26,Month-to-month,Credit card,1086.75,Yes
5377,45,Female,45,29.38,One year,Electronic check,1260.15,No
5378,30,Other,10,38.3,One year,Credit card,330.64,No
5379,32,Male,6,27.3,Two year,Credit card,114.79,Yes
5380,77,Female,69,92.14,Month-to-month,Credit card,6402.18,No
5381,40,Other,66,124.62,One year,Bank transfer,8172.77,No
5382,61,Male,1,18.27,Two year,Electronic check,8.22,No
5383,43,Male,10,22.91,Month-to-month,Electronic check,223.56,Yes
5384,21,Female,44,101.61,Month-to-month,Bank transfer,4550.74,Yes
5385,43,Male,22,82.74,One year,Bank transfer,1874.38,No
5386,57,Male,6,117.86,Month-to-month,Mailed check,648.45,Yes
5387,26,Other,17,44.39,Month-to-month,Bank transfer,676.1,No
5388,72,Female,67,81.18,One year,Credit card,5380.46,No
5389,22,Female,35,136.71,One year,Credit card,4847.52,No
5390,73,Male,24,27.57,Month-to-month,Electronic check,635.8,No
5391,49,Male,54,20.01,Month-to-month,Mailed check,1110.6,No
5392,37,Male,3,52.93,Month-to-month,Credit card,127.98,No
5393,67,Female,41,124.36,One year,Electronic check,5054.18,Yes
5394,28,Female,28,89.44,Month-to-month,Credit card,2507.19,No
5395,32,Male,70,41.55,Month-to-month,Electronic check,2966.86,Yes
5396,49,Female,36,74.29,Month-to-month,Bank transfer,2693.2,Yes
5397,45,Female,62,44.56,Month-to-month,Electronic check,2778.1,No
5398,39,Male,23,101.28,Month-to-month,Credit card,2418.85,Yes
5399,58,Female,47,46.58,Month-to-month,Mailed check,2188.85,No
5400,34,Male,17,113.5,One year,Credit card,1845.21,No
5401,76,Female,41,52.89,Two year,Credit card,2133.63,No
5402,43,Female,5,74.26,Month-to-month,Credit card,387.53,Yes
5403,61,Other,62,112.82,Two year,Mailed check,7029.21,Yes
5404,24,Male,57,145.6,One year,Electronic check,8275.58,No
5405,59,Male,66,118.67,Month-to-month,Mailed check,7795.65,No
5406,74,Male,5,86.65,Month-to-month,Mailed check,387.06,Yes
5407,43,Male,66,105.39,Two year,Bank transfer,6909.93,No
5408,42,Female,15,123.47,Two year,Credit card,1897.22,No
5409,27,Female,26,78.11,Two year,Mailed check,2061.41,No
5410,76,Other,8,58.74,Two year,Bank transfer,459.14,No
5411,62,Male,45,95.78,Month-to-month,Bank transfer,4253.82,No
5412,36,Female,62,122.03,Month-to-month,Mailed check,7539.21,Yes
5413,28,Male,16,48.75,Two year,Credit card,720.92,No
5414,30,Female,22,56.84,One year,Bank transfer,1320.72,No
5415,70,Male,49,44.69,Month-to-month,Mailed check,2168.53,No
5416,25,Female,56,87.42,Month-to-month,Bank transfer,4841.93,Yes
5417,57,Male,23,39.02,Two year,Bank transfer,891.82,No
5418,21,Male,8,90.55,Two year,Electronic check,708.32,Yes
5419,64,Female,71,125.94,Two year,Electronic check,9014.42,Yes
5420,48,Female,26,16.72,One year,Credit card,462.08,No
5421,45,Female,22,130.16,Month-to-month,Bank transfer,2872.1,No
5422,28,Male,53,17.31,One year,Electronic check,941.65,No
5423,60,Male,26,40.2,Month-to-month,Bank transfer,1006.09,No
5424,18,Male,36,78.69,One year,Bank transfer,2768.42,No
5425,66,Female,35,46.95,Month-to-month,Mailed check,1645.89,No
5426,64,Male,66,132.08,One year,Mailed check,8696.1,Yes
5427,69,Female,3,141.09,Month-to-month,Mailed check,507.53,Yes
5428,55,Female,45,19.9,One year,Mailed check,884.44,No
5429,41,Female,71,98.98,One year,Electronic check,7017.19,No
5430,71,Female,36,57.26,Month-to-month,Electronic check,1935.11,Yes
5431,77,Female,26,80.33,Month-to-month,Bank transfer,2087.49,Yes
5432,74,Male,36,95.71,One year,Electronic check,3405.19,No
5433,64,Male,56,95.13,Month-to-month,Electronic check,5352.45,Yes
5434,48,Male,63,77.67,Month-to-month,Mailed check,4959.63,No
